756928,6454,214
796106,36636,262
1895,9086,0
381665,3582,0
784351,5462,3549
792172,28639,491
377644,19475,0
9441,20248,0
59763,25215,0
2.79425e+06,3.28218e+07,7104
3.82598e+06,3.16578e+07,34953
494845,20489,0
379026,32344,0
8.49603e+06,2.66739e+07,39140
677744,4933,999
2.47592e+06,3.30733e+07,7485
554890,3293,0
553750,2298,0
780354,6063,221
370102,19927,25
377984,23687,0
493838,29230,0
504252,31043,0
97186,2396,0
369805,29914,0
1.81179e+06,3.34827e+07,33308
400686,19880,0
2.46076e+06,3.32192e+07,5017
134579,5646,320
561996,15980,0
7.91059e+06,2.7761e+07,18039
6.17941e+06,2.93661e+07,235535
593506,9682,0
552507,14817,0
604467,12731,0
319044,6510,0
834200,18959,14552
493987,28599,0
495368,24242,0
378994,25662,0
457130,10499,0
26943,26120,0
379275,15912,0
592848,12254,0
379876,8553,0
680452,5217,0
690869,7611,0
678555,3920,0
11911,2253,0
380533,7413,0
229420,22024,116979
504213,31696,0
457431,27097,0
939252,17100,281
483110,162493,0
542107,89455,0
528773,88123,0
336507,91464,463
552406,15221,0
369994,24612,0
452131,7572,216
450951,253312,0
5.98606e+06,2.91207e+07,394040
615536,4247,0
31362,20832,0
725636,23061,0
790209,30877,740
717445,23674,240
452426,39150,0
740342,3.48009e+07,233583
13127,249987,0
727640,2252,0
379827,15298,0
9.02488e+06,2.68393e+07,10415
71,307052,0
622634,12969,416
552421,10295,0
419040,21569,0
2.96667e+06,3.2704e+07,31376
335617,92801,0
174851,7189,0
6.02399e+06,2.98123e+07,100583
450849,3871,0
378550,9447,0
162348,30492,0
494989,11793,0
319005,24778,0
726027,12482,0
716419,3.48013e+07,62644
623676,18995,64492
331779,110147,0
14371,69283,0
172591,2290,0
212358,4726,0
176723,2291,0
203727,7617,0
162550,3152,0
227040,37041,0
176501,38673,0
542988,13475,250
388600,230730,0
133372,43552,878
14254,7069,0
5.39451e+06,3.06222e+07,315108
162304,5632,0
14207,70615,0
1.22957e+06,2.44206e+07,331575
164202,11277,0
240879,10554,0
802614,14008,0
814580,16231,0
380459,33608,0
537334,12915,0
176336,9450,0
784171,2878,0
60015,25197,0
162444,15886,0
176615,5055,0
281504,12223,236
1731,185365,0
502352,108684,473
792832,7464,341
303811,5615,219
308363,6359,432
23635,32584,0
19922,2928,0
976091,5609,409
6029,4050,0
19879,57673,0
59,17628,0
15108,71407,0
947,55023,0
1648,93174,0
19161,69770,0
11611,83168,0
106047,2291,0
15618,73510,0
8254,67049,0
13872,80701,0
23711,68978,0
3009,79923,0
17371,80164,0
69,202619,0
47,202810,0
152284,11713,0
75220,6872,0
47904,46678,0
144008,89819,36161
57902,8653,0
95634,32800,0
31905,94079,0
77,47782,0
43620,87047,0
720047,3.55512e+07,184457
33981,78644,0
99346,38590,0
94892,39008,0
43632,57858,0
10735,39088,0
10293,80258,0
10772,60054,0
49299,70200,0
19153,54268,0
69,168554,0
2196,93408,0
122821,288871,243
66908,56306,0
10246,68991,0
191356,16637,0
94690,33992,0
45031,13168,0
135104,30738,0
173107,2560,0
83218,6264,0
74858,52176,0
58922,36110,0
46739,84831,0
280984,2361,0
285880,5028,0
10267,7709,0
443822,12512,0
234859,4839,0
353853,4507,0
146327,2253,0
146189,8379,0
347687,2673,0
29796,119540,0
168505,6043,0
173509,26857,0
171598,5625,0
107585,76128,0
72795,97598,0
72787,32051,0
191115,54092,0
8.60323e+06,2.79242e+07,247328
12686,84375,0
400052,2237,0
283046,6990,0
276303,4796,0
284259,2299,0
70828,4502,0
365236,4867,0
77315,122885,0
123527,2207,0
7498,63381,0
168847,7833,0
524933,18054,0
702,15043,0
72395,152637,0
348934,10345,0
2441,29399,0
156770,10711,0
191410,140149,242
135864,8286,0
234780,3818,0
1.58527e+06,3.54795e+07,7214
544528,3913,0
283614,6697,0
633861,9482,0
402670,8944,0
40,68320,0
538911,2507,0
131895,7736,0
195281,383514,232
65,140534,0
228276,103183,232
282668,32262,0
201690,3119,0
201759,4026,0
2.27262e+06,3.46032e+07,12532
2222,124562,0
199731,4482,0
237770,16267,0
3.35225e+06,3.36654e+07,111024
178543,3554,0
48,170086,0
105062,45184,0
284223,6993,0
430846,3704,0
1.6765e+06,3.49015e+07,46767
162241,25926,0
3.54805e+06,3.30467e+07,196367
72544,64582,0
247724,17088,1578
8.99797e+06,2.76846e+07,12005
198884,8112,0
30,170214,0
342540,12043,0
188536,2259,0
4.08684e+06,3.31031e+07,9674
158898,10365,0
4.03398e+06,3.31296e+07,3069
395780,22131,0
395780,22426,0
398268,14747,0
8.33279e+06,2.84689e+07,14830
1.66792e+06,3.53801e+07,131957
277649,305864,216
9.031e+06,2.78113e+07,98996
344145,9539,0
284251,3373,0
467,5795,0
342728,11218,0
284271,9216,0
544470,2761,0
419366,12620,0
8.73902e+06,2.8592e+07,21558
395763,20302,0
411806,2284,13
69471,2317,0
7.48934e+06,2.95725e+07,48668
69151,5040,0
5.38816e+06,3.15951e+07,205318
219818,127533,0
248602,79359,0
3.80041e+06,3.36931e+07,5918
1.53408e+06,3.56367e+07,99119
833530,15693,0
826704,14321,0
122690,42638,0
519825,39135,1
69322,2486,0
361075,41686,0
298971,33883,5797
69145,9022,0
69151,35560,0
648445,35374,0
348866,130073,0
69217,38636,0
218164,129890,0
426029,11181,297
7.35422e+06,3.01382e+07,3398
9.02723e+06,2.8616e+07,63116
333845,14655,0
228508,14051,0
358844,6855,217
228541,9155,0
7.81006e+06,2.84038e+07,111733
4.50968e+06,3.30744e+07,23425
510321,4795,230
377243,21116,0
563751,20925,0
381709,11205,225
69430,15576,0
605488,17478,0
519685,17411,0
248672,17353,0
69388,40768,0
377106,69254,0
69150,2297,0
367906,8255,0
69147,36164,0
69917,35289,0
218335,128962,0
4.2871e+06,3.32888e+07,67841
333760,2248,0
227956,7332,0
626255,20548,214
945573,12883,224
218354,2374,0
388429,5669,227
263092,5531,0
829858,22349,0
550616,2805,0
511207,21919,0
562821,16300,0
519654,5650,0
630971,36994,0
630029,45399,0
520884,2295,0
69155,14372,0
630889,78524,0
4.44668e+06,3.30831e+07,8056
346266,37715,8476
7.35272e+06,3.00869e+07,54762
1.08199e+06,10384,276
434823,2336,0
434612,4983,0
674974,15118,201
563638,7491,0
377386,24694,0
514815,2388,0
5.17605e+06,3.22031e+07,96074
218299,213440,0
8.92723e+06,2.85252e+07,86617
249345,245429,0
407347,41453,0
188341,234606,0
331405,2457,0
856002,17499,0
46010,40286,0
69152,4844,0
626838,22178,240
434730,2955,0
104061,15337,0
6.00994e+06,3.14626e+07,16493
434608,4477,0
567444,2938,0
670899,6201,250
833580,20919,0
830756,19740,0
458736,8561,0
511252,7292,0
249165,140614,0
217015,219896,0
368250,73964,294
3.13188e+06,3.45516e+07,12196
376498,20757,0
39763,2193,0
519665,30655,0
219900,17067,0
802664,2306,0
302505,10188,0
912746,2245,0
458797,6030,0
564036,8088,0
569684,12929,0
55820,3318,0
828081,8419,244
767465,9518,205
57983,2231,0
56149,2260,0
520075,29844,1
9.07383e+06,2.78504e+07,43759
69147,3327,0
303537,23027,0
218287,3027,0
9.01664e+06,2.89807e+07,46825
567895,6299,0
459025,3531,0
834413,21199,292
779644,5472,205
1.01923e+06,6193,0
389208,1.56268e+07,3688
628615,125853,1209
2.19458e+06,3.48674e+07,3976
154904,5475,0
59075,2389,0
520038,35708,0
377693,21738,0
62167,15175,0
469334,6244,242
697093,18192,7220
4.16402e+06,3.38261e+07,23138
266259,5641,219
4943,2351,0
4955,16603,0
1.81556e+06,2.83638e+07,481107
4912,26026,0
2155,16856,0
23208,5221,0
813838,7703,255
28824,3557,0
4940,32705,0
4917,16622,0
6.18552e+06,3.20719e+07,30076
22248,6002,0
9.06839e+06,2.91332e+07,2927
4832,2965,0
1.71762e+06,3.64721e+07,127785
370709,105207,1321
4935,33599,0
59,2296,0
203654,9772,179
109675,9787,499
1.26465e+06,28925,228
56785,12427,0
223011,4579,0
25997,94220,0
8.94408e+06,2.92278e+07,203188
177731,5343,0
4926,3188,0
249957,33356,0
116733,14581,281
25511,13063,0
78643,14408,0
62113,10930,0
250708,45059,0
8.99833e+06,2.92652e+07,9041
222736,9099,267
8.43361e+06,2.99732e+07,52184
250506,50407,0
8.73806e+06,2.96668e+07,19723
294544,5855,3756
3.09229e+06,3.47998e+07,166650
30513,4619,0
861774,8295,9212
143095,62396,0
225915,9113,0
145882,18297,210
178686,19096,0
171430,20643,0
178887,23128,0
178303,29316,0
256043,2260,0
227460,29812,0
178650,33087,0
61920,65660,0
344852,19190,0
345546,25405,0
178790,33421,0
8.98475e+06,2.91874e+07,7341
425654,24398,0
353526,20907,0
171000,22315,0
7.97964e+06,3.07142e+07,168607
7.50688e+06,2.95077e+07,116267
409798,14567,0
1.43267e+06,2.69634e+07,8116
9.01573e+06,2.92364e+07,114998
26401,12183,0
345348,23979,0
402961,26180,0
178727,20772,0
471716,21205,0
178927,9818,0
448659,6886,0
337983,18922,0
5.84677e+06,3.26964e+07,91398
4.46021e+06,3.37777e+07,6863
196407,10873,0
178252,29410,0
20607,55590,0
425615,25014,0
345282,12357,0
549714,13035,0
289760,42221,254
516627,16667,0
345467,17518,0
233205,8.86451e+06,61794
409707,21163,0
471775,18146,351
178354,20160,0
178857,26028,0
344906,23789,0
249557,31973,0
62031,45180,0
465269,12800,265
372207,20120,0
455157,23851,0
449923,6539,0
227586,8386,0
507082,12480,0
400788,18346,0
426041,14719,0
508846,8662,0
508480,11909,0
456489,24563,3980
501797,11899,233
517258,6374,53437
517602,19148,6059
415900,7445,45414
617361,15460,1178
375862,1.31458e+07,100752
1.57724e+06,3.72743e+07,2881
678627,12052,286
663365,18408,295
671458,16756,1120
672354,21118,431
703522,6624,240
2.34651e+06,2.95499e+07,74736
728018,5301,582
500831,2.40016e+07,107168
8.99666e+06,2.97271e+07,127549
8.62386e+06,3.02695e+07,138715
261084,1.74269e+07,122643
8.86658e+06,2.99184e+07,93032
9.0307e+06,2.97047e+07,105443
749518,2.57932e+07,55988
416738,1.11312e+07,51427
430834,1.65453e+07,55088
770901,2.42925e+07,77626
233657,1.57843e+07,3048
473267,1.67379e+07,54584
272439,1.05641e+07,38142
367540,2.51539e+07,81933
238830,1.09564e+07,58312
271821,1.07891e+07,28334
239880,1.70254e+07,63370
514470,2.06149e+07,43000
347483,1.08266e+07,23906
396441,2.53638e+07,14570
1.35722e+06,1.36257e+07,22561
703394,1.15988e+07,14075
1.2124e+06,1.30248e+07,69862
293183,2.15315e+07,11813
234003,1.12892e+07,12513
245805,1.07357e+07,40760
446939,1.21219e+07,4091
418511,1.53368e+07,32941
390275,1.15766e+07,33411
508709,1.45979e+07,47606
603912,1.32946e+07,2954
662168,1.18874e+07,6378
458029,1.33611e+07,22464
561042,1.12175e+07,5948
342922,1.5058e+07,3356
234173,1.75765e+07,10545
729868,2.19812e+07,30231
1.14651e+06,2.03524e+07,18100
302748,1.51205e+07,3059
558403,1.79964e+07,12565
300670,1.12076e+07,21559
384633,1.47844e+07,7783
799031,1.35837e+07,3698
282742,1.10264e+07,6613
590602,1.32531e+07,20301
316515,1.15346e+07,8440
490421,1.24748e+07,2784
409772,1.18893e+07,3608
