adysoftindia.com,facebook.com,linkedin.com,support.adysoft.org,twitter.com
agra.nic.in,agra.nic.in,asi.payumoney.com,cdn.s3waas.gov.in,connect.torrentpower.com,data.gov.in,dei.ac.in,dvvnl.org,eci.nic.in,facebook.com,google.com,igrsup.gov.in,incredibleindia.org,jalma-icmr.org.in,lists.sourceforge.net,rtionline.gov.in,s3waas.gov.in,servicedesk.nic.in,twitter.com,uidai.gov.in,uppolice.gov.in,youtube.com
asi.nic.in,asi.nic.in,asiconservationportal.nic.in,asimustsee.nic.in,cyfuture.com,facebook.com,google.com,incredibleindia.org,india.gov.in,indiaculture.nic.in,indianculture.gov.in,indianvisaonline.gov.in,nma.gov.in:8080,nmma.nic.in,pmmementos.gov.in,tourism.gov.in,twitter.com
kalakrititheatre.com,facebook.com,plus.google.com,tripadvisor.in
tajmahal.gov.in,adysoftindia.com,agra.nic.in,asi.nic.in,asiagracircle.in,colonialwalkagra.com,kalakrititheatre.com,tajmahotsav.org,tourism.gov.in,uptourism.gov.in
tourism.gov.in,apps.apple.com,bit.ly,digitalindiaawards.gov.in,etraveltradeapproval.nic.in,facebook.com,incredibleindia.org,india.gov.in,indiainvestmentgrid.gov.in,indianvisaonline.gov.in,mygov.in,neas.gov.in,pgportal.gov.in,pib.gov.in,pibindia.wordpress.com,play.google.com,pmcares.gov.in,pmindia.gov.in,qcin.org,saathi.qcin.org,swachhbharat.mygov.in,tourism.gov.in,twitter.com,yoga.ayush.gov.in,youtube.com
whc.unesco.org,developers.arcgis.com,facebook.com,instagram.com,itunes.apple.com,linkedin.com,plus.google.com,vk.com,whc.unesco.org,youtube.com
